QUD	RT	item_id	cumulative_score	difficulty	answer_response	new_options	options	paragraph	question	source	startDate	startTime	trial_number	trial_type	submission_ind
Question 13/36	124484	os2_3_1_Adv	12	Adv	0	2|0|1|3	One group was given oxytocin; the other was given placebo|One received oxytocin through injections; the other through a nose spray|One group looked at images of cars; the other looked at images of facial expressions|One group was given behavioral therapy; the other was given cognitive therapy	"""Our study shows that oxytocin affects the brain and opens up the possibility that, when combined with behavioral treatments, it works like a social enhancer,"" he said. The scientists used a technique called functional MRI to scan the brains of 17 youths aged eight to 16 with autism while they looked at images of cars or the eyes of people expressing various emotions. The scans were given 45 minutes after the participants inhaled a placebo or oxytocin through a nasal spray. The scans showed that reward circuitry in the children's brains behaved more normally after a snort of oxytocin, being more active when the person was looking at faces and less active when viewing the inanimate cars. The study appears in the latest issue of the journal Proceedings of the National Academy of Sciences in the United States."	What were the two different groups in the experiment?	Onestop	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	13	reading_comprehension	6
Question 14/36	91493	r6700_3_Middle	13	Middle	0	0|3|1|2	Six days a week.|Every day.|Five days a week.|Only on Saturdays and Sundays.	John gets up early from Monday to Saturday, because he must go to school before 7:30 on weekdays  and go to Drawing Club at 8:00 on Saturday mornings. He usually goes to the bookshop on Saturday afternoon, and after dinner he watches TV until  midnight .\nHe doesn't get up early on Sundays. John's parents both work on Sundays. John always watches TV after he gets up. Then he usually goes to KFC to have a hamburger and some juice for lunch. After that, he goes back home and starts to play computer games until his parents come back. He does his homework after dinner. He usually has lots of weekend homework, so he must spend three hours on it. He usually goes to bed at about 11:00 p.m. on Sundays. He often complains  he has too much homework to do.\n,.	How often does John need to get up early?	RACE	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	14	reading_comprehension	6
Question 15/36	84953	r5261_1_Middle	14	Middle	0	2|3|1|0	newspaper|radio|TV|magazine	Ken and Anthony were childhood friends. They went to elementary and high school together. They went to college in different states, and then they lost touch. That was twenty years ago.\nOne morning Ken was reading the newspaper with his morning coffee. Inside he saw an announcement for a poetry reading at a nearby bookstore. He was surprised to find that the featured poet was none other than his friend Anthony. Ken decided to see what his old pal was up to.\nKen sat in the last row of the area set up inside the bookstore. When Anthony was introduced and came up the podium, Ken hardly recognized him. Anthony was almost completely bald and had a little potbelly  . When Anthony was in high school, he was very handsome. What Anthony had lost in looks was made up for in talent. Anthony's poetry was quite good.\nAnthony recognized Ken sitting in the back row. When the reading was over, Ken stood in line with the others waiting for Anthony to sign a copy of his book. When it was Ken's turn, Anthony stood up and hugged his long lost friend. Anthony invited Ken to stay until he had finished signing books. Ken did, and the two men grabbed a cup of coffee at a nearby cafe.\nEven though so many years had passed since the two had seen each other, both men had a lot in common. Both graduated from college with degrees in comparative literature  . Both went to graduate school. Anthony got his Master's of Fine Art in writing. Ken went to law school. Both men married Mexican women. Both men also had sons that were only a year apart. Ken and Anthony decided not to lose touch again. They planned to meet once a month for breakfast on Saturdays.	Ken found his long lost friend from the  _  .	RACE	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	15	reading_comprehension	6
Question 16/36	52314	os1_6_2_Ele	15	Ele	0	1|0|2|3	People may not be able to assume control during an emergency|In a crisis, drivers can just use the brakes|They wanted to be different from other companies|To make driving more pleasant	Other car makers, including Volvo, Ford and Mercedes, are going to make vehicles that will be different from Google's version because they will have driver controls. But Chris Urmson, director of the driverless car project at Google, said that the new prototypes do not have a steering wheel or brakes because a human passenger might not be able to take control in an emergency. He said that it was simpler just to have an emergency stop button.	Why did Google remove the steering wheel from their driverless car prototypes?	Onestop	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	16	reading_comprehension	6
Question 17/36	124666	os20_4_3_Adv	16	Adv	0	1|2|0|3	Insects transform food to protein more efficiently|Insects have higher-quality protein, vitamins and amino acids than sheep|Countries like Zimbabwe and Laos cannot afford to grow sheep|Insects take less time to cultivate than sheep	Edible insects emit few gases, contain high-quality protein, vitamins and amino acids, and have a high food-conversion rate, needing a quarter of the food intake of sheep, and half of pigs and chickens, to produce the same amount of protein. They emit fewer greenhouse gases and less ammonia than cows and can be grown on organic waste. China is already successfully setting up huge maggot farms. Zimbabwe has a thriving mapone caterpillar industry and Laos was given nearly $500,000 by the FAO to develop an insect-harvesting project. It's already big business in the UK, though not always official: a man was recently detained by Gatwick customs as he stepped off a flight from Burkina Faso with 94 kilos of mapone, worth nearly PS40,000, in his luggage. A study by FoodServiceWarehouse.com suggested that swapping pork and beef for crickets and locusts could help to reduce greenhouse gas emissions by as much as 95%.	What is an advantage in producing food from insects rather than sheep?	Onestop	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	17	reading_comprehension	6
Question 18/36	77745	os14_5_2_Ele	17	Ele	0	1|2|0|3	Development of equipment for discovering new elements|The discovery of new elements|Utilization of japonium, rikenium and nishinarium|More involvement of commercial companies in chemical research	"The Japanese team is considering three names for element 113: japonium, rikenium and nishinarium, after the Nishina Center for Accelerator-Based Science, where they found the element. Polly Arnold, professor of chemistry at Edinburgh University, said, ""This is very difficult and slow work. The work helps us understand radioactive decay. If we understand it better, hopefully we can find a better way to deal with nuclear waste and things that are important in the real world. And, when they build the equipment to make these discoveries, it also leads to fantastic improvements in technology."""	What would lead to great improvements in technology?	Onestop	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	18	reading_comprehension	6
Question 19/36	55341	os3_4_3_Ele	18	Ele	0	1|0|2|3	Up to eight years|One year (the year 2013)|Two months|A life sentence	Duran was arrested in Spain in 2009. He spent two months in prison; then, they let him out on EUR50,000 bail. In February 2013, with the possibility of up to eight years in prison, he decided to run away. His actions in 2006 to 2008 made many people notice the anti-capitalist movement for the first time. This happened at a time when many Spanish people were looking for alternatives to a system that has caused problems in their lives.	How much prison time would Duran have to serve if he hadn't fled Spain?	Onestop	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	19	reading_comprehension	6
Question 20/36	312454	r13418_3_High	19	High	0	2|1|3|0	Asifi still treats her own country with great affection though living as a refugee in another country.|Resources were unlimited and education for women was encouraged before Asifi fled to Pakistan.|Eleanor Roosevelt, Graca Machel and Luciano Pavarotti all fled to other countries from Afghanistan.|Asifi's daughters can enjoy equal opportunities like their brothers to receive higher education at university.	"Aqeela Asifi, who fled to Pakistan as a young woman, has spent her life teaching other Afghan refugees.\nFor her efforts, Ms. Asifi, who is 49, has won the 2015 UNHCR Nansen Refugee Award. She also gets $100,000 to help pay for her education projects. The UNHCR Nansen Refugee Award honors extraordinary service to people who have been forced from their homes. Eleanor Roosevelt, Graca Machel and Luciano Pavarotti are some of the other winners of the award.\nAsifi faced many problems in Afghanistan before she fled to Pakistan. Resources were limited and education for women was discouraged. However, in Pakistan, the 49-year-old was able to bring change to her conservative Afghan community. She persuaded parents to send their daughters to school in a tent at the Kot Chandana refugee village. The village was in the Punjab Province of Pakistan.\nSince then, Ms. Asifi has guided more than a thousand refugee girls through their primary education. ""When I began my mission to educate Afghan girls, I could not have imagined that one day it will win me this award. I cannot express my happiness,"" she told VOA.\nMs. Asifi was a teacher in Kabul when she fled with her family in 1992. ""In Afghanistan I was teaching both boys and girls,"" she told VOA. ""When I left Afghanistan and ended up in this refugee village with my family, I was saddened to find out there were no facilities here, particularly for women and girls."" They made their home in the distant refugee community in Kot Chandana. There she began teaching a small number of students in her tent. She made teaching materials by hand.\nHer tent school has led to the opening of several permanent schools in the village. These schools teach more than one thousand children. Support from the UNHCR, local government, and non-governmental organizations helped make these new schools possible.\nMs. Asifi is a mother of six children. She has worked hard to pay for their education. She spends almost all her income to pay her son's tuition to study engineering at Kabul University.\nBut seeking higher education for her four daughters is difficult. There is not enough money or secondary schools for girls in the village.\nThe Afghan teacher hopes more and more children will receive an education in Afghanistan. She hopes her home country becomes better known for higher levels of education, instead of war. ""I want my goal to be introduced in parts of Afghanistan where conservative traditions and customs still prevent parents from sending their daughters to outdoor schools,"" she said."	What can be inferred from the passage?	RACE	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	20	reading_comprehension	6
Question 21/36	87436	os14_2_1_Adv	20	Adv	0	1|3|2|0	An institution that regulates element naming|A global gathering of chemists which took place in 2015|An institution that introduced the atomic numbering system for elements|An organization that publishes chemistry journals	The US-based International Union of Pure and Applied Chemistry (IUPAC), the global organization that governs chemical nomenclature, terminology and measurement, verified the elements on 30 December, 2015 after poring over studies dating back to 2004. The scientists who found them must now come up with formal names to replace the clunky Latin- based placeholders - ununtrium, ununpentium, ununseptium and ununoctium - which reflect their atomic numbers, 113, 115, 117, and 118. The atomic number is the number of protons found in an element's atomic nucleus.	What is the International Union of Pure and Applied Chemistry?	Onestop	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	21	reading_comprehension	6
Question 22/36	142593	r2147_2_Middle	21	Middle	0	1|0|3|2	crops in the fields will grow better|you want to go out|you can listen to a concert|farmers can't have a good harvest	"Have you ever complained why life is so tiring? Does the sky sometimes seem dark to you? Are your studies sometimes not successful? Well, friends, cheer up and smile all the time. If you see the world with your warm heart , you'll find that the whole world smiles to you. While in school, sometimes you are tired of your lessons, but have you ever noticed the happy smile on your teacher's face when you did a good job?\nOne day it is fine. Just before you want to go out, it suddenly starts to rain . Maybe you would feel very sad and start complaining about the weather. But dear friends, why don't you sit down and listen to the free concert that the nature offers you? And with the timely rain , crops in the fields will grow better and better and farmers will have a good harvest.\nAlthough everyone wants to succeed in what he tries to do, sometimes failure can't be avoided . I think failure is not terrible, and the terrible thing is that we are afraid of it and give up hope .\nWhen we face failure , we must be confident in ourselves, draw a useful lesson from it and try our best to finish what we have to do. As a popular saying goes , "" Failure is the mother of success .""\nAttitude decides everything . With an optimistic  attitude life is easy and pleasant . Let's smile to whatever we meet and the whole world will smile to us ."	If there is a timely rain ,  _  .	RACE	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	22	reading_comprehension	6
Question 23/36	48589	r5965_3_Middle	22	Middle	0	2|1|0|3	American|12 years old|English|Kate's sister	We have two new students in our class. They are Cindy and Kate. They look the same. But they aren't twins.\nCindy is American. She is thirteen. Her father and mother are both teachers. She likes green and blue. She is often in blue pants. She often plays the guitar after school. She is good at math and English. She says math is her favorite because it is interesting.\nKate is English. She is twelve. Her parents are not teachers. Her father is a doctor and her mother is a worker. Kate likes yellow and orange. She can't play the guitar. But she plays volleyball very well. Her favorite subject is Chinese. She say she wants to learn about Chinese history. Kate likes documentaries very much.	Cindy is   _  .	RACE	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	23	reading_comprehension	6
Question 24/36	268123	r2801_3_Middle	23	Middle	0	0|2|1|3	People will come to help you|Some animals are coming.|Someone is calling for help.|Someone is lost.	If you go into the forest with friends, stay with them .If you don't, you may get lost. If you do get lost, this is what you should do. Sit down and stay where you are. Don't try to find your friends. Let them find you. You can help them to find you by stay in one place.\nThere is another way to help your friends or other people to find you. Give them a signal outing or whistling   three times. Stop. Then shout or whistle three times again. Any signal given three times is a call for help.\nKeep on shouting or whistling, always three times together. When people hear you, they will give two shouts or two whistles. When a signal is given twice, it is an answer to a call for help.\nIf you don't think that you will get help before night comes, try to make a small room with branches. \nWhat should you do if you get hungry or need drinking water? You would have to leave your little branch room to look for something to eat and drink. Don't just walk far away. Pick up small branches and drop them as you walk so that you can find your way back.\nThe most important thing you need to do when you are lost ---stay in one place.	When you hear two shouts or whistles, what does that mean?	RACE	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	24	reading_comprehension	6
Question 25/36	114842	r20240_2_High	24	High	0	1|0|2|3	a new thing can only be created at the basis of earliest things|a new thing is only a tale|we can seldom create new things|we can hardly see really new things in the world	According to the dictionary definition of 'create',ordinary people are creative every day. To create means to bring into being,to cause to exist something each of us does daily. We are creative whenever we look at or think about something in a new way. \nFirst,this includes an awareness of our surroundings. It means using all of our senses to become aware of our world. This may be as simple as being aware of color1 and texture ,as well as taste, when we plan a meal. Above all,it is the ability to notice things that others might miss. \nA second part of creativity is an ability to see relationships among things. If we believe the expression,there is nothing new under the sun,the creativity is remaking or recombining the old in new ways. For example,we might do this by finding a more effective way to study or a better way to arrange our furniture,or we might make a new combination of camera lenses and filters to create an unusual photograph. \nA third part of creativity is the courage and drive to make use of our new ideas,to ask for them to achieve some new results. To think up a new idea is one thing;to put the idea to work is another. These three parts of creativity are included in all the great works of geniuses,but they are also included in many of our day to day activities.	There is nothing new under the sun really implies that   _  .	RACE	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	25	reading_comprehension	6
Question 26/36	133562	r1956_2_High	25	High	0	1|3|0|2	Misfortune may be an actual blessing.|Where there is a will, there is a way.|Accidents will happen.|No pains , no gains.	"A jobless man applied for the position of ""office boy"" at Microsoft. The HR manager interviewed him and then watched him cleaning the floor as a test.\n""You are employed,"" he said. ""Give me your e-mail address and I'll send you the application to fill in, as well as date when you may start. ""\nThe man replied, ""But I don't have a computer, neither an e-mail. ""\n""I'm sorry,"" said the HR manager. ""If you don't have an e-mail, that means you do not exist. And who doesn't exist cannot have the job. ""\nThe man left with no hope at all. He didn't know what to do, with only ten dollars in his pocket. He then decided to go to the supermarket and buy 10kg tomatoes. He then sold the tomatoes from door to door. In less than two hours, he succeeded to double his capital. He repeated the operation three times, and returned home happily with 60 dollars.\nThe man realized that he can survive in this way, and started to go every day earlier, and return late. Thus, his money doubled or _ every day. Shortly, he bought a cart, then a truck, and then he had his own fleet of delivery vehicles. Five years later, the man is one of the biggest food retailers in the US.\nHe started to plan his family's future and decided to have a life insurance. He called an insurance broker and chose a protection plan.\nWhen the conversation was concluded the broker asked him his e-mail. The man replied, ""I don't have an e-mail. ""\nThe broker answered curiously, ""You don't have an e-mail, and yet have succeeded to build an empire. Can you imagine what you could have been if you had an e-mail?"" The man thought for a while and replied, ""Yes, I'd be an office boy at Microsoft!"""	Which proverb can best describe the story?	RACE	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	26	reading_comprehension	6
Question 27/36	134184	r6366_3_Middle	26	Middle	0	1|2|0|3	Brazil.|Egypt.|France.|The United States.	Food is a major part of every culture. After all, everyone needs to eat! But each country has its own traditions on what people eat and when.\nEgypt\nEgyptians commonly start the day with a drink, sometimes going with bread. Breakfast can be eaten any time after this but before the day's main meal. In the past, this main meal was served at around 3:00 p.m. But now people work longer hours and eat when they get home at around 6:00 p.m. Dinner parties are held later, around 9:00 p.m.\nMost Egyptian meals include bread or ice, cooked vegetables and beans or meat.\nFrance\nFrance is known for its fine cooking, and its people take food seriously. Most eat three meals a day at fixed times and never snack between meals. Breakfast is a light meal of bread and coffee. They eat lunch at around 1:00 p.m. and a dinner with multiple courses after 8:00 p.m.\nThe French consider eating a social activity. Eating alone is hard to see, and eating while doing something else is unheard-of. The French take time to enjoy their meals and visitors should do the same.\nBrazil\nLike the French, Brazilians usually eat a light breakfast. Lunch, the largest meal of the day, usually consists of meat, rice, potatoes, beans and vegetables. Between 6:00 p.m. and 8:00 p.m., people enjoy a smaller meal with their families.\nBrazilians don't mind eating a hurried or light meal and sometimes buy food from street carts  . But they always finish eating before walking away.\nThe United States\nAmerican's ancestors came from many countries, so American eating habits differ. Some take time to prepare and eat a hot breakfast. Others take a bagel   while rushing out the door or just _ . For lunch, most Americans eat a sandwich or leftovers. Traditionally, families got together for a large evening meal around 6:00, but now busy schedules force many families to eat in turns. American restaurant servings tend to be huge. But you don't have to finish them; taking leftovers home is common.	In which country do people consider lunch the largest meal?	RACE	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	27	reading_comprehension	6
Question 28/36	130707	r17462_3_High	27	High	0	0|2|1|3	easily won a major golf tournament.|nearly won a major golf tournament.|joined the Augusta Golf Club.|won a completely new golf tournament.	"Golf in the USA was until quite recently the hobby of old,middle class white men.Not any more.The fact that the class,age and race barriers that existed in the sport have finally been  broken down is due almost entirely to two people.Tiger Woods and Michelle Wie.\nTiger Woods was born in California in 1975 and is one of the greatest golfers of all time.His ethnic background is marvelously rich and varied.His father Earl was of mixed of black,Chinese and Native American ancestry and his mother Kultida,who was originally from Thailand,also had Chinese and Dutch forefathers.\nWoods became a professional golfer in 1996 and,less than a year later,astonished the world easily winning the prestigious Masters Colf Tournament,an annual event which takes place at the Augusta Golf Club in Georgia,USA.At 21,he was the youngest golfer ever to win the tournament,but much more important,he was also the first Asian American to do it.\nWoods'amazing achievement is put into perspective when you realize that until 1990,no non-white American had ever been allowed to join Augusta Golf Club.Even in 2000,it only had two black members.In fact,in 1977,Clifford Roberts,the chairman of the club and founder of the Masters Tournament,proclaimed:""As long as 1 am alive,golfers will be white and caddies\n will be black.""Roberts died not long after making this racist remark...\nFortunately,his views were not shared by his successors and the dramatic appearance of Tiger Woods on the Golf scene radically changed attitudes to the sport and prompted a major surge of interest in the game among ethnic minorities end young people in the USA.\nMichelle Wie,a Korean American born in 1989 whose mother was an amateur golf champion in Korea,will probably became the greatest woman golfer of all time.She's 1.85 meters tall and she can play a golf ball further than most men.Like Woods,she has transformed the world of golf,and wants to do so in even more dramatic ways.She has expressed her determination to play on the men's tournament circuit,not just the women's,and has already appeared in several professional men's tournaments.\nThanks to Woods and Wie,golf in America will never be the same again."	Less than a year after turning professional.Tiger Woods	RACE	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	28	reading_comprehension	6
Question 29/36	49048	os18_1_3_Adv	28	Adv	0	0|3|1|2	Burundi|Inzozi Nziza|South Africa|Uganda	From all across Rwanda, and even parts of neighboring Burundi, people flock to the southern town of Butare to a little shop called Inzozi Nziza (Sweet Dreams). They come for a taste of the unknown, something most have never tasted - the sweet, cold, velvety embrace of ice cream. Here, at the central African country's first ice-cream parlor, customers can buy scoops in sweet cream, passion fruit, strawberry and pineapple flavors. Toppings include fresh fruit, honey, chocolate chips and granola. Black tea and coffee are also on sale.	Where is one place where people come to the ice cream shop from?	Onestop	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	29	reading_comprehension	6
Question 30/36	124273	r1597_2_Middle	29	Middle	0	1|3|0|2	answers letters from the students|helps students who want to run away from home|writes songs for the students|meets readers at a bar	"""I believe you're the right person to write an advice column   for the students called Dear Amy!"" Jenny, editor of the school newspaper, said to Andy, who finally agreed to accept the job if Jenny promised not to tell it to anyone else.\nAt first it wasn't too bad. Most of the letters he received were interesting and quite easy to answer. Then came a letter from a person named Joe.\n""Dear Amy,"" it began, ""I'm in real trouble. I've wanted to be a songwriter all my life, but my parents don't even let me take music lessons. I have a guitar, but they both get angry if I play. I've tried explaining, but they didn't listen. I feel sad. Should I run away from home? Maybe that will make my parents agree."" The letter signed ""Joe"".\nAndy thought about this letter for a long time. Should he advise someone to run away from home? Probably not. But didn't Joe have a right to be a songwriter if he wanted to? Andy thought hard, but couldn't think out a good answer. Andy couldn't sleep. He just worried about poor Joe.\nAt a bar a few days later, Eleanor, a girl in Andy's maths class, sat down next to him and asked, "" What's wrong with you? You look a little worried.""\n""I guess I do,"" said Andy.\n""If you get a problem, why don't you try writing to Dear Amy about it?"" asked Eleanor.\nAndy sighed. But Eleanor continued, ""In fact, I guess Dear Amy is rather busy with other problems. She still hasn't answered the _ letter I wrote her last week. You'd better read it -- it may even make the most hard-hearted person cry! It was supposed to be from a songwriter named Joe."""	It's clear that Dear Amy   _  .	RACE	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	30	reading_comprehension	6
Question 31/36	108857	os4_1_3_Adv	30	Adv	0	1|3|0|2	June 2016, or before|After June 2016|Soon, but the exact date is not specified|They were already released at the time this article was written	How far away are we from a world where drones deliver packages? If Amazon is to be believed, not far at all. Others are not so sure: technical progress past this point isn't merely a matter of invention; it's a matter of public safety. Paul Misener, Amazon's vice-president of global public policy, told a congressional hearing recently that his company would be ready as soon as all the rules were in place. The Federal Aviation Authority (FAA) will finally have regulations governing the commercial use of unmanned aircraft by June 2016. But the technology has a long way to go before then and larger machines aren't airway-legal at all yet - only drones up to 25kg will be covered and the FAA points out in the proposed rules that, if you're going to crowd the skies with radio-controlled flying robots, they had better all be using different radio frequencies that nobody can jam or hijack.	When will the FAA release regulations on drones?	Onestop	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	31	reading_comprehension	6
Question 32/36	320578	os19_2_2_Ele	31	Ele	1	0|3|1|2	It showed that countries can change how they interact with the UN|It was a significant step towards transforming the drug policy of the UN|It protected the indigenous people from UN resolutions|It catalyzed dissent movements in Bolivia against the UN	"South American Indians have chewed coca leaves for hundreds of years. The leaves give energy and have medicinal qualities. People who support Bolivia's position said that defending the rights of indigenous people was the right thing to do. ""The Bolivian move is very important,"" said Danny Kushlick, of the Transform Drug Policy Foundation. ""It shows that any country that doesn't want to continue the war on drugs can change its relations with the UN conventions."""	According to Danny Kushlick, why was the Bolivian move significant?	Onestop	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	32	reading_comprehension	6
Question 33/36	229251	r3582_1_High	31	High	3	1|2|0|3	"""Gangnam Styly"" ---- Most people's favorite Music|Life of the Music Star PSY|PSY's Famous Compositions|Meaning of ""Gangnam Style"""	"Recently, South Korean star PSY's 'Gangnam style"" video has been popular on the Internet. It has become most people's favorite music.\nIn fact, the song has set the Guinness World Record for the most popular video in the history of the Internet. More than two million people have said ""like"" since the song was on the Internet on July 15.\nPSY""s special dance moves and funny horse riding style have attracted many people. Although many people do not understand the language, the video has become the talk of the Internet. The song has come to first place in the music charts  in 31 countries, including the United States, the United Kingdom, and Canada.\n""I just sang for my South Korean fans. I have never expected it to be popular in other countries,"" PSY told the reporters on a concert. The song was so popular that a few of South Korean's politicians showed PSY's moves to attract supporters.\n""The song came out in mid-July. It sings about the rich life of South Korea --especially Gangnam in Soeoul, where a lot of rich people live.\nMillions of people have watched the video. Many stars, such as Katy Perry, Robbie Williams and Nelly Furtado said that they love the song. These stars performed part of the song at a recent concert.\nRiding high on the success of ""Gangnam Style"", PSY was signed by Scooter Braun to Braun's Schoolboy Records, a label distributed by Universal Republic.\nPSY has written many hit songs of varying styles for different singers. Prior to ""Gangnam Style"" his most famous composition perhaps was Lee Seung Gi's debut  song ""Because You Are My Woman""."	What is the best title of the passage?	RACE	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	33	reading_comprehension	6
Question 34/36	88861	r246_1_High	31	High	0	0|3|2|1	know more about human mind|learn how people tell lies|know more about human dreams|learn how strange things happen	"Have you ever suddenly felt that someone you knew was in trouble--and was he? Have you ever dreamed something that came true later? Maybe you have ESP  .\nESP stands for Extra Sensory Perception. It may be called a sixth sense. It seems to let people know about events before they happen, or events that are happening some distance away.\nHere's an example. A woman was ironing clothes. Suddenly she screamed, ""My father is dead! I saw him sitting in the chair!"" Just then, a telegram came. The woman's father died of a heart attack. He died sitting in a chair.\nThere are thousands of stories like this one on record. Scientists are studying them to find out what's behind these strange mental messages. Here's another example--one of hundreds of dreams that have come true:\nA man dreamed he was walking along a road when a horse and carriage came by. The driver said, ""There's room for one more."" The man felt the driver seemed dead, so he ran away. The next day, when the man was getting on a crowded bus, the bus driver said, ""There's room for one more.""\nThen the man saw that the driver's face was the same face he had seen in the dream. He wouldn't get on the bus. As the bus drove off, it crashed and burst into flames. Everyone was killed!\nSome people say stories like these are _ . Others, including some scientists, say that ESP is real. From studies of ESP, we may someday learn more about the human mind."	By studying ESP, scientists may get to  _  .	RACE	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	34	reading_comprehension	6
Question 35/36	119123	os9_4_3_Adv	32	Adv	2	2|3|1|0	A 14-year-old person|A 30-year-old person|A 30-year-old person who is a student|A 70-year-old person	"But it isn't just students who would benefit from a later start. Kelley says the working day should be more forgiving of our natural rhythms. Describing the average sleep loss per night for different age groups, he says: ""Between 14 and 24, it's more than two hours. For people aged between 24 and about 30 or 35, it's about an hour and a half. That can continue up until you're about 55 when it's in balance again. The 10-year-old and 55-year-old wake and sleep naturally at the same time."""	Who has a greater average sleep loss than a 24 year old person?	Onestop	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	35	reading_comprehension	6
Question 36/36	88800	os12_2_2_Ele	32	Ele	0	1|2|0|3	He disagrees with the image of wolves depicted in them|He thinks people misunderstand them|He thinks they accurately depict how pack wolves care for the young|He thinks they are a fun way to teach children about wolves	"The scientist says wolves can move up to 30 kilometers during a single hunt. ""The pack that he is tracking is a strong group of eight or nine animals. This year, we have recorded five cubs, two young wolves and two adults. We track them using special cameras in the forest and by following their prints in the mud and snow. In each family group, only one pair of adults has cubs each year. All the wolves in the pack look after the young."" Myslajek, the son of a shepherd, doesn't understand wolves' bad reputation. ""Why did we have to have the fairy tale Little Red Riding Hood, with its big bad wolf?"" He is fascinated by these animals, who remained in the wild 33,000 years ago when other types of dog decided on a much more comfortable life as pets."	What does Myslajek think of fairy tales such as Little Red Riding Hood?	Onestop	Thu Oct 31 2019 10:12:43 GMT-0400 (EDT)	1572530000000.0	36	reading_comprehension	6
Question 1/36	136633	r23574_3_High	0	High	0	0|3|1|2	understands his mother very well|has a poor sense of balance|considers his small foot ugly|is disappointed with his health condition	"Nick Vujicic was born with no arms or legs, but he doesn't let this stop him. \n         The brave 26-year-old man plays football and golf, and swims, in spite of the fact that he has no arms or legs. \n         Nick has a small foot on his left side, which helps him balance and makes him able to kick. He uses his one foot to type, write with a pen and pick things up. \n         ""I call it my chicken drumstick  ,"" joked Nick, who was born in Melbourne, Australia, but now lives in Los Angeles. ""I'd be lost without it. When I get in the water I float because 80 percent of my body is lungs and my drumstick acts as a propeller  .""\n         ""He's very modest, but he gets marriage proposals   from women all the time,"" said Nick's friend Steve Appel.\n         ""He would love to get married and start a family, but he's waiting for the right girl to come along.""\n         When Nick was born his father was so shocked that he left the hospital room. His  _ mother couldn't bring herself to hold him until he was four months old.\n         His disability came without any medical explanation, which was a rare case. Nick and his parents spent many years asking why this cruel trick would happen to them. \n         ""My mother was a nurse and she did everything right during pregnancy but she still blamed herself,"" he said.\n         ""It was so hard for them, but right from the start they did their best to make me independent. My dad put me in the water at 18 months and gave me the courage to learn how to swim."""	We can learn from the text that Nick   _  .	RACE	Fri Nov 01 2019 06:25:54 GMT-0400 (Eastern Daylight Time)	1572600000000.0	1	reading_comprehension	7
Question 2/36	116516	os13_3_3_Adv	1	Adv	0	3|2|1|0	They cannot be held responsible for crimes they commit|The have a particularly low reoffending rate as compared to other age groups|They have to be released from prison before they turn 21|They find prison conditions harsh	The overall reoffending rate in Sweden stands at between 30 and 40% over three years - to compare that with another European country, the number is around half that of the UK. One likely reason for the relatively low reoffending rate and the low rate of incarceration in Sweden (below 70 per 100,000 head of population) is that the age of criminal responsibility is set at 15. In the UK, for example, children aged ten to 17 and young people under the age of 21 record the highest reoffending rates: almost three quarters and two thirds, respectively. A good proportion of these offenders go on to populate adult jails. In Sweden, no young person under the age of 21 can be sentenced to life - this is not the case in many other countries - and every effort is made to ensure that as few juvenile offenders as possible end up in prison.	What is true of offenders under the age of 15 in Sweden?	Onestop	Fri Nov 01 2019 06:25:54 GMT-0400 (Eastern Daylight Time)	1572600000000.0	2	reading_comprehension	7
